560128,973440,1992884,1783920,2799297,3911718,5598491,6984152,8778742,10900165,13045871,15702295,18762750,21446615,24432181,28232755,32287292,35842498,40357196,44347270,48396239,53027387,57618987,63134701,68064303,
929112,1571496,3181697,4230872,6695762,9444569,12741121,16319232,20770992,25459087,31527960,37185806,43396275,49599498,57346331,66041945,79450076,87065503,93528937,102867820,111040720,122397899,131780046,145237404,157311195,
220904,218983,432534,480876,480122,710532,837988,829733,750206,866754,947084,1034954,1143988,1284093,1378915,1502216,1590215,1684188,1777107,1907695,2029745,2126181,2270759,2272475,2296518,
